,en,de,en_idiom,de_idiom,en_task,de_translation_t5,de_translation_t5_trained
588,I will say one thing - my advice to you ( !,Ich sage Ihnen eins - mein Rat an Sie ( !,i say !,hören sie mal !,translate to german: I will say one thing - my advice to you ( !,<pad> Ich werde eines sagen - mein Rat an Sie (!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,<pad> Ich sage Ihnen eins - mein Rat an Sie (!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
589,"I think that the old saying , ‘ It takes two to tango ’ is apposite in this case .","Hier halte ich die alte Redensart für sehr angebracht , dass zu einer Sache immer zwei gehören .",it takes two to tango .,zum tango gehören immer zwei .,"translate to german: I think that the old saying , ‘ It takes two to tango ’ is apposite in this case .","<pad> Ich denke, dass in diesem Fall das alte Sprichwort, „ Es dauert zwei bis Tango ” angebracht ist.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Ich halte die alte Redensart für sehr angebracht, dass zu einer Sache immer zwei gehören.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
590,"Instead of making abusive or derogative remarks such as “ this burnt steak should be pig fodder , I won ’ t pay for it ! ” rather say , “ I ordered this and you have served me that .","Statt ausfällige oder herabwürdigende Kommentare wie « Dieses verkohlte Steak ist für den Schweinetrog , das bezahle ich nicht » sagen Sie lieber : « Ich habe dies bestellt und Sie haben mir das serviert .",i say !,hören sie mal !,"translate to german: Instead of making abusive or derogative remarks such as “ this burnt steak should be pig fodder , I won ’ t pay for it ! ” rather say , “ I ordered this and you have served me that .","<pad> Anstatt missbräuchliche oder abweichende <unk> ußerungen wie „ dieses verbrannte Steak sollte Schweinefutter sein, werde ich es nicht bezahlen!“ sondern sagen: „Ich habe das bestellt und Sie haben mir das serviert.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Statt mich solche missbräuchlichen oder abwertenden Bemerkungen wie etwa „ dieses verbrannte Steak sollte Schweinefutter sein, werde ich dafür nicht bezahlen ”, sondern vielmehr sagen : „ Ich habe das bestellt, und Sie haben mir das serviert.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
591,They are designed to fly aerodynamic ally when thrown with rotation and can be caught by hand .,"Neben der bekannten Verwendung als Strandspielzeug , werden mit diesem Sportgerät auch zahlreiche Einzel- und Mannschaftssportarten gespielt .",to fly by,( wie ) im flug vergehen,translate to german: They are designed to fly aerodynamic ally when thrown with rotation and can be caught by hand .,"<pad> Sie fliegen aerodynamisch, wenn sie mit Rotation geworfen werden und können von Hand gefangen werden.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>",<pad> Sie können mit der Hand gespielt werden.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
592,Please pass on my comments to Eduardo a credit to your company .,Bitte geben Sie meinen Kommentar auch an Eduardo weiter .,to pass on,das zeitliche segnen,translate to german: Please pass on my comments to Eduardo a credit to your company .,<pad> Bitte geben Sie meine Kommentare an Eduardo ein Gut an Ihr Unternehmen weiter.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,<pad> Bitte übermitteln Sie meinen Kommentar auch an Eduardo.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
593,In a nutshell : the European Union is of the firm conviction that a policy of constructive dialogue has more chance of success than one of isolation and embargoes .,"Kurz gesagt : Die Europäische Union ist der festen Überzeugung , dass eine Politik des konstruktiven Dialogs mehr Aussichten auf Erfolg hat als eine Politik der Isolation und der Embargos .",in a nutshell,in knappen worten,translate to german: In a nutshell : the European Union is of the firm conviction that a policy of constructive dialogue has more chance of success than one of isolation and embargoes .,"<pad> Kurz gesagt: Die Europäische Union ist der festen Überzeugung, dass eine Politik des konstruktiven Dialogs mehr Chancen auf Erfolg hat als eine Politik der Isolation und des Embargos.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Kurz gesagt : Die Europäische Union ist der festen Überzeugung, dass eine Politik des konstruktiven Dialogs mehr Aussichten auf Erfolg hat als eine Politik der Isolation und der Embargos.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
594,"Our hotel is the most exclusive place on Ischia to pass your dream holiday in , looking out on the Aragonese Castle , in the heart of the old centre just a couple of steps away from the ancient Torre di Guevara .","Unser Hotel ist der exklusivste Ort auf Ischia , um einen Traumurlaub zu verbringen , mit Blick auf das Castello Aragonese , inmitten des historischen Zentrums , nur wenige Schritte vom Guevara-Turm , dem sogenannten Michelangelo-Turm , entfernt .",to pass on,das zeitliche segnen,"translate to german: Our hotel is the most exclusive place on Ischia to pass your dream holiday in , looking out on the Aragonese Castle , in the heart of the old centre just a couple of steps away from the ancient Torre di Guevara .","<pad> Unser Hotel ist der exklusivste Ort auf Ischia, um Ihren Traumurlaub in, Blick auf das Aragonese Castle, im Herzen des alten Zentrums nur wenige Schritte vom alten Torre di Guevara.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Unser Hotel ist der exklusivste Ort auf Ischia, um einen Traumurlaub zu verbringen, mit Blick auf das Castello Aragonese, inmitten des historischen Zentrums, nur wenige Schritte vom Guevara-Turm, dem sogenannten Guevara-Turm, entfernt.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
595,These companies learn about your pattern of net-surfing and pass on this information to others who try to exploit whatever habits you may have unwittingly told them about - be they frequently visiting sites on the latest coffee roasting techniques or viewing adult sites once in a while .,"Die gesammelten Informationen über Ihr Verhalten und eventuell auch über Ihre Schwächen , die Sie unwissentlich preisgegeben haben , werden ausgenützt . Seien es nun Informationen über Ihre häufigen Recherchen zu bestimmten Kaffeesorten oder gelegentlich aufgerufene Webseiten für Erwachsene .",to pass on,das zeitliche segnen,translate to german: These companies learn about your pattern of net-surfing and pass on this information to others who try to exploit whatever habits you may have unwittingly told them about - be they frequently visiting sites on the latest coffee roasting techniques or viewing adult sites once in a while .,"<pad> Diese Unternehmen lernen von Ihrem Netzsurfverhalten und geben diese Informationen an andere weiter, die versuchen, die Gewohnheiten auszunutzen, über die man ihnen unwissentlich berichtet hat - sei es häufig auf den neuesten Kaffeerösten-Techniken oder einmal in einer Weile auf adulten Seiten.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Diese Unternehmen lernen von Ihrem Verhalten und eventuell auch über Ihre Schwächen, die Sie unwissentlich preisgegeben haben, weiter. Seien es nun Informationen über Ihre häufigen Recherchen zu bestimmten Kaffeesorten oder gelegentlich aufgerufene Webseiten für Erwachsene.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
596,Does the DeskShare GmbH pass on information to third parties ?,Gibt die DeskShare GmbH Informationen an Dritte weiter ?,to pass on,das zeitliche segnen,translate to german: Does the DeskShare GmbH pass on information to third parties ?,<pad> Gibt die DeskShare GmbH Informationen an Dritte weiter?</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,<pad> Gibt die DeskShare GmbH Informationen an Dritte weiter?</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
597,"Let us then give some thought to what judgment future generations will pass on those who , today , do likewise , for the Iron Curtain may well no longer be there , but what has been called the Bamboo Curtain , erected by socialist generals around Burma , is still there , and terrible tragedies are being played out behind it , ranging from brutal violations of the human rights of tens upon thousands of political detainees to the targeted deployment of poison gas against the Karen people .","Deshalb sollen wir darüber nachdenken , wie eines Tages diejenigen ausschauen , die sich heute so verhalten , denn der Eiserne Vorhang ist zwar verschwunden , aber der so genannte Bambusvorhang , den die sozialistischen Generäle um Birma herum errichtet haben , ist nach wie vor da , und hinter ihm spielen sich entsetzliche Tragödien ab , von brutalen Menschenrechtsverletzungen an zehntausenden politischen Gefangenen bis hin zum gezielten Einsatz von Giftgas gegen das Volk der Karen .",to pass on,das zeitliche segnen,"translate to german: Let us then give some thought to what judgment future generations will pass on those who , today , do likewise , for the Iron Curtain may well no longer be there , but what has been called the Bamboo Curtain , erected by socialist generals around Burma , is still there , and terrible tragedies are being played out behind it , ranging from brutal violations of the human rights of tens upon thousands of political detainees to the targeted deployment of poison gas against the Karen people .","<pad> Lassen Sie uns dann einmal darüber nachdenken, welches Urteil die künftigen Generationen jenen übermitteln werden, die es heute auch tun, denn der Eiserne Vorhang ist vielleicht nicht mehr da, aber der so genannte Bambusvorhang, der von sozialistischen Generälen in Birma errichtet wurde, ist noch da, und schreckliche Tragödien werden hinter ihm gespielt, von brutalen Verletzungen der Menschenrechte von Zehntausenden</s>","<pad> Wir sollten darüber nachdenken, wie eines Tages diejenigen ausschauen, die sich heute so verhalten, denn der Eiserne Vorhang ist zwar verschwunden, aber der so genannte Bambusvorhang, den die sozialistischen Generäle um Birma herum errichtet haben, ist nach wie vor da, und hinter ihm spielen sich entsetzliche Tragödien ab, von brutalen Menschenrechtsverletzungen an zehntausenden politischen Gefangen</s>"
598,It is a sad little story but I knew you would be interested to hear it .,"Das ist eine traurige Geschichte , aber ich weiß , diese Information wird Sie interessieren .",i hear you .,ich habe dich ( schon ) verstanden .,translate to german: It is a sad little story but I knew you would be interested to hear it .,"<pad> Es ist eine traurige kleine Geschichte, aber ich wusste, dass Sie interessiert wären zu hören.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Es ist eine traurige Geschichte, aber ich weiß, diese Information wird Sie interessieren.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
