,en,de,en_idiom,de_idiom,en_task,de_translation_t5
54,The die is cast .,Die Würfel sind gefallen .,the die is cast .,die würfel sind gefallen .,translate to german: The die is cast .,<pad> Der Stift wird gegossen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
55,"Madam President , the report by the special committee has shown beyond a shadow of a doubt that there is an urgent need for reform within the Commission .","Frau Präsidentin , der Bericht des Sachverständigenausschusses hat ohne jeden Zweifel aufgezeigt , daß eine Reformierung der Kommission dringend erforderlich ist .",beyond a shadow of a doubt,ohne den geringsten zweifel,"translate to german: Madam President , the report by the special committee has shown beyond a shadow of a doubt that there is an urgent need for reform within the Commission .",<pad> Frau Präsidentin! Der Bericht des Sonderausschusses hat zweifellos
56,In this day and age that is totally intolerable .,"Heutzutage , in der gegenwärtigen Zeit , ist das ein völlig unerträglicher Zustand .",in this day and age,in der heutigen zeit,translate to german: In this day and age that is totally intolerable .,<pad> In diesem Zeitalter ist das völlig unerträglich.</s> <pad> <pad> <pad> <pad> <pad>
57,"A lot has been said about Sweden &apos;s attitude to the whole issue , so perhaps I might pass on one interesting result from a survey published last week of young people in their early teens .","Es ist hier einige Male die Rede von Schwedens Einstellung gewesen . Ich möchte die Gelegenheit wahrnehmen und das Ergebnis einer Untersuchung bekanntgeben , die letzte Woche veröffentlicht worden ist .",to pass on,das zeitliche segnen,"translate to german: A lot has been said about Sweden &apos;s attitude to the whole issue , so perhaps I might pass on one interesting result from a survey published last week of young people in their early teens .","<pad> Es wurde viel über die Haltung Schwedens zu dieser ganzen Frage gesagt,"
58,"Vice-President of the Commission . - Madam President , in a nutshell , the case against France has not been dropped .","Vizepräsidentin der Kommission . - Frau Präsidentin ! Kurz gesagt , das Verfahren gegen Frankreich ist nicht fallen gelassen worden .",in a nutshell,in knappen worten,"translate to german: Vice-President of the Commission . - Madam President , in a nutshell , the case against France has not been dropped .","<pad> Vizepräsident der Kommission. - Frau Präsidentin, kurz gesagt"
59,"With a bike , you can go to places otherwise accessible only on foot , you can get the feel of the place and the people , you can experience its peace and tranquility . What is more , even at the height of the season , on the fifteenth of August say , you can find a deserted beach and swim alone .","Mit dem Fahrrad lassen sich Plätze erreichen , wo man sonst nur zu Fuss hinkommt , man kann Land und Leute mit den Sinnen erkunden , Ruhe und Harmonie erfahren und sogar noch mitten im August ein einsames Plätzchen zum Schwimmen finden .",to go places,es zu etwas bringen,"translate to german: With a bike , you can go to places otherwise accessible only on foot , you can get the feel of the place and the people , you can experience its peace and tranquility . What is more , even at the height of the season , on the fifteenth of August say , you can find a deserted beach and swim alone .","<pad> Mit einem Fahrrad, können Sie zu Orten gehen, die sonst nur zu Fuß erreichbar sind"
60,"Therefore , on that score , I suppose I should say : let us have more of them !",Aus diesem Grund sollte ich also wohl sagen : mehr davon !,i say !,hören sie mal !,"translate to german: Therefore , on that score , I suppose I should say : let us have more of them !",<pad> Deshalb sollte ich in dieser Hinsicht sagen: Lassen Sie uns mehr davon haben
61,"That is excellent , now I know and will be able to save time in the future .",Das ist gut . Dann weiß ich Bescheid und kann in Zukunft Zeit sparen .,to be in the know,im bild / bilde sein,"translate to german: That is excellent , now I know and will be able to save time in the future .","<pad> Das ist ausgezeichnet, jetzt weiß ich und werde in Zukunft Zeit sparen können.</s> <pad>"
62,"Moreover , our staff will be happy to tell you about the best places to go shopping , the most interesting monuments and museums to visit and restaurants serving typical food where you can try traditional Milanese cooking and which have an agreement with our hotel .",An der Rezeption sind außerdem Bus  und U-Bahnkarten erhältlich .,to go places,es zu etwas bringen,"translate to german: Moreover , our staff will be happy to tell you about the best places to go shopping , the most interesting monuments and museums to visit and restaurants serving typical food where you can try traditional Milanese cooking and which have an agreement with our hotel .","<pad> Darüber hinaus informieren wir Sie gerne über die besten Einkaufsmöglichkeiten, die interessantesten Se"
63,"It would have been easy for you to take at least one or two of these three possible courses of action , but you have taken none of them .","Aber keine von diesen möglichen Maßnahmen – und es wäre ein Leichtes für Sie gewesen , wenigstens eine oder zwei herbeizuführen – haben Sie ergriffen .",to take it easy,es ruhig angehen lassen,"translate to german: It would have been easy for you to take at least one or two of these three possible courses of action , but you have taken none of them .","<pad> Es wäre für Sie einfach gewesen, mindestens ein oder zwei dieser drei möglichen Handlungs"
64,"In a nutshell , the Commission should be congratulated on this proposal , pure vegetable oils should also be included and , in order to promote the use of agricultural products in general in future , the Commission must table proposals on lubricants , recyclable plastics , and so on .","Um es also zusammenzufassen : Die Kommission ist zu diesem Vorschlag zu beglückwünschen , auch rein pflanzliche Öle müssen einbezogen werden , und zur künftigen Förderung der Verwendung von landwirtschaftlichen Produkten im Allgemeinen muss die Kommission auch Vorschläge für Schmieröle , recycelbare Kunststoffe usw. vorlegen .",in a nutshell,in knappen worten,"translate to german: In a nutshell , the Commission should be congratulated on this proposal , pure vegetable oils should also be included and , in order to promote the use of agricultural products in general in future , the Commission must table proposals on lubricants , recyclable plastics , and so on .","<pad> Kurz gesagt, die Kommission sollte zu diesem Vorschlag beglückwünsch"
65,"Loaded with sights to see , places to go and things to do Hotel Lybid makes a wonderfully ideal rain-or-shine destination for the business and leisure traveler alike .","Mit Sehenswürdigkeiten Loaded zu sehen , Orte zu gehen und Dinge zu tun Lybid Hotel macht einen wunderbar ideale Regen-oder-leuchten Ziel für die Geschäftsreisende und Urlauber gleichermaßen .",to go places,es zu etwas bringen,"translate to german: Loaded with sights to see , places to go and things to do Hotel Lybid makes a wonderfully ideal rain-or-shine destination for the business and leisure traveler alike .","<pad> Geladen mit Sehenswürdigkeiten, Sehenswürdigkeiten und Aktivitäten"
66,"Location next to Piazzale Roma can &apos;t be beat , as it means you don &apos;t have to schlep your bags to your hotel .",Das Hotel ist gut und direkt am Busbahnhof gelegen .,to beat it,die flatter machen,"translate to german: Location next to Piazzale Roma can &apos;t be beat , as it means you don &apos;t have to schlep your bags to your hotel .","<pad> Die Lage neben dem Piazzale Roma ist nicht zu schlagen, da es"
67,We therefore believe that it is as well to bite the bullet and implement the provisions without a transposition period .,"Daher sind wir der Ansicht , dass wir genauso gut gleich den ganzen Schritt machen und die Bestimmungen ohne Übergangszeitraum einführen können .",to bite the bullet,in den sauren apfel beißen,translate to german: We therefore believe that it is as well to bite the bullet and implement the provisions without a transposition period .,"<pad> Deshalb sind wir der Meinung, dass es auch darum geht, die Kugel"
68,"The customer shall not be entitled to pass on CeramTec-ETEC documents to third parties without our express consent insofar as this is not required for completion of the contract . For every incidence of non-compliance , the customer shall be liable to pay a contractual penalty of 200 % of the net purchase order value , or a minimum of 5.000,00 € , whereas CeramTec-ETEC ’ s entitlement to claim higher damages shall remain unaffected .","Diese Beschränkungen gelten nicht im Falle der Verletzung von Leben , Körper und Gesundheit .",to pass on,das zeitliche segnen,"translate to german: The customer shall not be entitled to pass on CeramTec-ETEC documents to third parties without our express consent insofar as this is not required for completion of the contract . For every incidence of non-compliance , the customer shall be liable to pay a contractual penalty of 200 % of the net purchase order value , or a minimum of 5.000,00 € , whereas CeramTec-ETEC ’ s entitlement to claim higher damages shall remain unaffected .","<pad> Der Kunde ist nicht berechtigt, CeramTec-ETEC-Dokumente ohne unsere ausdrücklich"
