,en,trans,de,en_idiom,Wrong
74,"We have the sad task of having to pass on our sincere condolences to the families of victims who died in the floods and of all those who were injured but next , and in order to provide for all eventualities , we also need to adopt the appropriate means to demonstrate , in real figures from the budget , the solidarity of all Europeans with the suffering caused to families , goods and infrastructures in these two Spanish regions .","It is with deep regret that we must express our condolences to the families of those who died and all those injured in this storm, but then we must say '' Help yourself, then God will help you &apos; also take the appropriate measures in terms of budget , expressing in numbers the sympathy of all Europeans for the loss of life , property and infrastructure in these two regions of Spain .","Mit tiefem Bedauern müssen wir den Familien der Todesopfer und aller Verletzten dieses Unwetters unser Mitgefühl ausdrücken , aber dann müssen wir nach dem Motto &apos; Hilf Dir selbst , dann hilft Dir Gott &apos; auch in Bezug auf den Haushalt die entsprechenden Maßnahmen ergreifen , die in Ziffern das Mitgefühl aller Europäer mit den Verlusten an Menschenleben , Sachwerten und Infrastrukturen in diesen beiden Regionen Spaniens zum Ausdruck bringen .",to pass on,
75,I have to say that I do not agree with them !, I do not agree with that!,Damit bin ich nicht einverstanden !,i say !,
76,"Consequently , 100,000 watt FM stations can regularly be heard up to 100 miles ( 160 km ) away , and farther ( e.g. , 150 miles , 240 km ) if there are no competing signals .",Germany followed in 1957 with a small device made by the Palatinate company Chord.,Deutschland folgte 1957 mit einem kleinen Gerät der pfälzischen Firma Akkord .,to be miles away,x
77,"But Jochen Hahn braked abruptly , too , and did not crash into his MAN colleague driving ahead of him , so that Albacate was able to pull away on the more favourable inner track and managed to pass Vrsecky who gave way to the Spaniard ."," None of his fellow campaigners particularly opposed the local hero, after all the important decisions had long been made.","Keiner seiner Mitstreiter widersetzte sich dem Lokalmatadoren auch sonderlich , schließlich waren die wesentlichen Entscheidungen längst gefallen .",to pass on,x
78,We will be happy to take the opportunity to pass on the personal statement you have just made to the journalists ., We gladly take the opportunity to pass on to the journalists the personal statements you have just made .,"Wir nehmen die Gelegenheit gerne wahr , Ihre persönlichen Erklärungen , die Sie gerade gemacht haben , an die Journalistinnen und Journalisten weiterzugeben .",to pass on,
79,"If these innovative engineers are having to face currency and financing problems , they lose sight of the main objective , and suddenly they are no longer designing raw material and energy-saving ships which could improve European competitiveness .","When these innovative engineers have to think about monetary and financing issues, their main task easily fades into the background, and then they also do not develop raw material-poor and energy-efficient ships that could increase our competitiveness in Europe.","Wenn diese innovativen Ingenieure über Währungs- und Finanzierungsfragen nachdenken müssen , gerät ihre Hauptaufgabe leicht in den Hintergrund , und dann entwickeln sie auch keine rohstoffarmen und energiesparenden Schiffe , die unsere Wettbewerbsfähigkeit in Europa erhöhen könnten .",to lose face,
80,This way anybody can get a clear concept on how the city is planned to change over the coming years ., This way everyone can get a clear picture of the planned changes in the city.,Auf diese Weise kann jeder sich ein klares Bild von den geplanten Veränderungen in der Stadt machen .,to clear the way,
81,"Europe will face two options : be prepared to pay much , much more for a precarious gas supply from Russia , or find alternative suppliers , if that is possible ."," Europe will be faced with two options: either it is willing to pay much more for an uncertain gas supply from Russia, or it finds alternative suppliers if it can.","Europa wird vor zwei Optionen stehen : Entweder ist es bereit , für eine unsichere Gasversorgung aus Russland viel mehr zu zahlen , oder es findet alternative Lieferanten , sofern dies möglich ist .",to be a gas,
82,"Madam President , before I speak on this subject , as we have received various requests for referral , I should like to know how the Commission would react if the report were in fact to be referred back to committee ."," ( PSE ) , - rapporteur . Madam President , before I take the floor on this subject , given that we have received a number of requests for referral back , I would like to know what the Commission 's position would be if the report were referred back .","( PSE ) , - Berichterstatter . Frau Präsidentin , bevor ich zu diesem Thema das Wort ergreife , möchte ich angesichts dessen , daß einige Anträge auf Rücküberweisung eingegangen sind , wissen , wie sich die Kommission zu einer Rücküberweisung des Berichts stellen würde .",to be in the know,
83,"It &apos;s important to get the best choice of seats when you fly , so have a look at our tips for getting the seat you want .",It's important to have the best seat selection when flying - so check out our tips for getting the seat you want.,"Es ist wichtig , die beste Sitzauswahl zu haben , wenn man fliegt – sehen Sie sich also unsere Tipps dafür an , den Platz zu bekommen , den Sie möchten .",have a seat .,
84,The current tradeoff is that the client may not pass command-line arguments to the encoder being run on the machines running the distmp3hosts .,One limitation is that the client cannot pass command line arguments to the encoder running on a remote machine through &quot; distmp3host &quot; is called .,"Eine Einschränkung ist , dass der Client keine Kommandozeilenargumente an den Encoder übergeben kann , der auf einem entfernten Rechner , durch &quot; distmp3host &quot; aufgerufen wird .",to pass on,
85,"I can confirm that , so far as global loans are concerned – a subject which has already been discussed in committee – we are renegotiating the contracts with the intermediary banks to ensure that they really do pass on to the final beneficiary the financial advantage we are giving them ."," I can confirm that in relation to the global loans , which have already been discussed in committee , we are renegotiating the contracts with the intermediary banks to ensure that they actually pass on the financial benefit that we are offering them pass on to final beneficiaries .","Ich kann bestätigen , dass wir in Bezug auf die Globaldarlehen , über die bereits im Ausschuss diskutiert wurde , die Neuverhandlung der Verträge mit den zwischengeschalteten Banken betreiben , um sicher zu gehen , dass sie den finanziellen Vorteil , den wir ihnen bieten , auch tatsächlich an den Endbegünstigten weitergeben .",to pass on,
86,"He said that it is time for Europe to raise the bar , and not just to give people bad news .", He said it was time for Europe to set new standards and not just give people bad news .,"Er sagte , dass es für Europa an der Zeit sei , neue Maßstäbe zu setzen , und den Leuten nicht nur schlechte Nachrichten zu übermitteln .",to raise the bar,
